user_id,session_start_time,session_duration_min,active_period_label,avg_video_duration_sec,switch_frequency,content_emotion_score,content_type_keywords,repeated_viewing_ratio,skipped_intro_ratio,saved_to_favorites,3_day_total_watch_time,short_video_ratio,self_reported_goal,psych_state_label
U030,2025-06-11 17:07:00,30.9,afternoon,31.3,3.0,-0.13,"['self reflection', 'slow vlog', 'study with me']",0.21,0.26,True,409.0,0.64,I want to stay emotionally balanced,exhaustion
U031,2025-06-11 00:03:00,13.4,late_night,28.6,1.9,-0.91,"['cool trick', 'sports', 'food review']",0.09,0.46,False,329.4,0.6,I want to focus on studying,reward
U032,2025-06-11 00:57:00,23.0,late_night,10.6,2.0,-0.35,"['dancing', 'hack', 'gameplay']",0.12,0.45,True,562.5,0.66,I feel tired but want to learn something,reward
U033,2025-06-11 07:57:00,13.1,morning,47.3,0.9,-0.48,"['vulnerability', 'romantic', 'crush']",0.25,0.29,True,304.1,0.66,I want to focus on studying,dependency
U034,2025-06-11 18:53:00,14.8,night,53.4,1.1,-0.79,"['rant', 'parody', 'crazy moment']",0.09,0.37,True,357.6,0.83,I want to focus on studying,anxious
U035,2025-06-11 23:13:00,74.3,night,36.0,1.2,0.36,"['pet video', 'cute animal', 'unboxing']",0.13,0.68,True,257.0,0.86,I want to focus on studying,reward
U036,2025-06-11 20:37:00,26.0,night,32.5,2.4,-0.39,"['rant', 'chaos', 'fail']",0.09,0.77,False,392.8,0.69,I feel tired but want to learn something,anxious
U037,2025-06-11 19:20:00,48.0,night,49.4,1.6,0.99,"['jokes', 'food review', 'gameplay']",0.29,0.73,True,334.2,0.89,I just want to relax a bit,reward
U038,2025-06-11 07:09:00,28.3,morning,57.4,0.6,-0.75,"['longing', 'crush', 'toxic love']",0.26,0.61,True,228.4,0.66,I want to stay emotionally balanced,dependency
U039,2025-06-11 00:22:00,66.3,late_night,32.4,2.7,-0.83,"['comedy', 'drama', 'crazy moment']",0.16,0.31,True,556.3,0.91,I feel tired but want to learn something,anxious
U040,2025-06-11 02:03:00,38.7,late_night,31.5,2.6,-0.97,"['meme', 'chaos', 'comedy']",0.13,0.68,True,338.6,0.64,I just want to relax a bit,anxious
U041,2025-06-11 00:23:00,45.0,late_night,19.4,2.7,-0.7,"['rant', 'drama', 'crazy moment']",0.06,0.41,False,293.9,0.84,I want to stay emotionally balanced,anxious
U042,2025-06-11 10:33:00,38.9,morning,31.4,0.6,0.56,"['jealousy', 'emotional', 'flirting']",0.03,0.54,True,432.3,0.84,I want to focus on studying,dependency
U043,2025-06-11 20:14:00,59.5,night,18.2,2.6,-0.18,"['cute couple', 'texting drama', 'talking stage']",0.27,0.58,False,322.5,0.7,I just want to relax a bit,dependency
U044,2025-06-11 06:40:00,22.6,morning,41.5,2.8,-0.68,"['therapy', 'toxic love', 'flirting']",0.13,0.58,False,500.3,0.88,I feel tired but want to learn something,dependency
U045,2025-06-11 20:57:00,31.6,night,55.9,0.8,-0.61,"['dancing', 'fun fact', 'art process']",0.27,0.29,False,598.9,0.93,I just want to relax a bit,reward
U046,2025-06-11 07:31:00,32.3,morning,29.3,1.3,0.97,"['mental health', 'well-being', 'sunset']",0.1,0.28,True,566.6,0.84,I want to stop wasting time,exhaustion
U047,2025-06-11 19:16:00,59.2,night,58.9,2.0,-0.33,"['healing', 'self reflection', 'deep talk']",0.25,0.5,False,515.1,0.61,I want to stay emotionally balanced,exhaustion
U048,2025-06-11 02:27:00,10.7,late_night,31.2,2.1,0.45,"['cooking calmly', 'journaling', 'soft music']",0.1,0.48,True,451.7,0.8,I want to stay emotionally balanced,exhaustion
U049,2025-06-11 19:58:00,21.7,night,16.3,2.7,0.42,"['longing', 'affection', 'crush']",0.05,0.64,True,348.5,0.66,I just want to relax a bit,dependency
U050,2025-06-11 02:25:00,50.3,late_night,13.4,2.2,-0.74,"['journaling', 'study with me', 'quiet']",0.25,0.63,True,371.3,0.92,I want to focus on studying,exhaustion
U051,2025-06-11 12:32:00,32.4,afternoon,23.6,2.8,0.15,"['comedy', 'jump scare', 'conflict']",0.08,0.69,True,297.7,0.69,I feel tired but want to learn something,anxious
U052,2025-06-11 15:03:00,10.1,afternoon,23.9,1.8,0.32,"['win moment', 'cool trick', 'short meme']",0.18,0.46,False,207.0,0.84,I want to stop wasting time,reward
U053,2025-06-11 03:04:00,23.9,late_night,42.3,1.4,-0.5,"['crazy moment', 'fail', 'prank']",0.18,0.23,False,552.2,0.61,I want to stop wasting time,anxious
U054,2025-06-11 22:28:00,41.1,night,22.2,1.6,-0.93,"['hack', 'pop song', 'jokes']",0.07,0.27,False,491.5,0.63,I want to stop wasting time,reward
U055,2025-06-11 10:13:00,56.0,morning,48.0,1.0,0.4,"['flirting', 'intimacy', 'jealousy']",0.21,0.24,True,487.4,0.74,I feel tired but want to learn something,dependency
U056,2025-06-11 03:59:00,38.0,late_night,54.1,1.8,-0.63,"['asmr', 'travel vlog', 'satisfying']",0.23,0.36,False,259.5,0.83,I want to focus on studying,reward
U057,2025-06-11 18:33:00,70.7,night,36.6,2.9,0.47,"['healing', 'journaling', 'cooking calmly']",0.04,0.3,False,366.3,0.69,I want to stop wasting time,exhaustion
U058,2025-06-11 16:40:00,27.7,afternoon,38.3,2.5,0.59,"['lifestyle', 'well-being', 'life tips']",0.26,0.35,False,532.7,0.74,I want to stop wasting time,exhaustion
U059,2025-06-11 03:49:00,49.2,late_night,53.4,3.0,0.98,"['productivity', 'exam tips', 'focus']",0.08,0.21,True,568.2,0.85,I want to focus on studying,guilt
U060,2025-06-11 12:07:00,74.0,afternoon,59.6,1.3,0.62,"['fail', 'chaos', 'jump scare']",0.16,0.29,False,336.4,0.71,I want to stay emotionally balanced,anxious
U061,2025-06-11 03:45:00,17.8,late_night,30.1,0.8,0.86,"['minimalism', 'healing', 'life tips']",0.14,0.71,True,341.0,0.69,I want to stay emotionally balanced,exhaustion
U062,2025-06-11 02:59:00,84.2,late_night,59.5,2.7,0.37,"['texting drama', 'jealousy', 'emotional']",0.01,0.63,False,271.6,0.6,I feel tired but want to learn something,dependency
U063,2025-06-11 18:18:00,83.2,night,49.4,0.7,-0.04,"['brain tips', 'education', 'academic']",0.2,0.46,False,203.6,0.73,I want to stay emotionally balanced,guilt
U064,2025-06-11 18:02:00,11.6,night,23.6,2.4,0.16,"['life tips', 'deep talk', 'sunset']",0.02,0.32,True,411.2,0.82,I want to stop wasting time,exhaustion
U065,2025-06-11 16:46:00,25.9,afternoon,54.4,1.0,0.45,"['exam tips', 'study vlog', 'lecture']",0.15,0.59,True,425.4,0.71,I just want to relax a bit,guilt
U066,2025-06-11 02:56:00,53.9,late_night,44.8,2.5,0.66,"['quiet', 'loneliness', 'minimalism']",0.3,0.68,True,298.2,0.64,I want to stay emotionally balanced,exhaustion
U067,2025-06-11 18:33:00,87.8,night,36.9,1.4,0.42,"['asmr', 'art process', 'nice edit']",0.05,0.73,False,539.2,0.81,I just want to relax a bit,reward
U068,2025-06-11 21:11:00,63.3,night,30.8,1.0,0.1,"['cute animal', 'travel vlog', 'music clip']",0.21,0.57,False,367.1,0.86,I want to stay emotionally balanced,reward
U069,2025-06-11 00:22:00,67.7,late_night,49.7,2.4,-0.8,"['study vlog', 'homework', 'exam tips']",0.07,0.78,False,580.8,0.65,I want to stay emotionally balanced,guilt
U070,2025-06-11 13:18:00,81.8,afternoon,27.1,2.3,0.39,"['prank', 'fast edit', 'fail']",0.2,0.51,False,260.2,0.67,I want to focus on studying,anxious
U071,2025-06-11 19:26:00,29.3,night,23.7,1.0,0.24,"['jokes', 'travel vlog', 'pop song']",0.12,0.37,False,312.6,0.74,I feel tired but want to learn something,reward
U072,2025-06-11 13:08:00,19.6,afternoon,29.6,1.2,-0.26,"['win moment', 'cool trick', 'art process']",0.02,0.32,False,220.8,0.7,I just want to relax a bit,reward
U073,2025-06-11 18:15:00,85.1,night,43.4,0.7,0.42,"['lifestyle', 'calm voice', 'healing']",0.09,0.31,False,388.0,0.93,I want to stop wasting time,exhaustion
U074,2025-06-11 01:40:00,54.9,late_night,18.8,1.1,0.46,"['gossip', 'rant', 'funny']",0.28,0.7,True,334.7,0.75,I want to stop wasting time,anxious
U075,2025-06-11 20:42:00,24.5,night,40.7,2.9,0.71,"['music clip', 'satisfying', 'pop song']",0.02,0.61,False,330.9,0.91,I want to stay emotionally balanced,reward
U076,2025-06-11 10:46:00,44.5,morning,52.0,1.4,0.8,"['satisfying', 'hack', 'cute animal']",0.28,0.29,True,483.3,0.83,I feel tired but want to learn something,reward
U077,2025-06-11 22:46:00,10.4,night,50.9,1.3,0.02,"['pop song', 'gameplay', 'dancing']",0.03,0.33,True,323.3,0.69,I want to stop wasting time,reward
U078,2025-06-11 16:32:00,78.7,afternoon,12.1,2.9,-0.77,"['intimacy', 'romantic', 'texting drama']",0.09,0.76,True,315.6,0.69,I want to stay emotionally balanced,dependency
U079,2025-06-11 07:57:00,87.1,morning,45.4,1.6,-0.09,"['romantic', 'relationship', 'true story']",0.25,0.4,True,502.4,0.76,I want to focus on studying,dependency
U080,2025-06-11 09:03:00,11.3,morning,18.5,2.8,-0.05,"['online course', 'brain tips', 'study vlog']",0.28,0.57,False,330.5,0.93,I feel tired but want to learn something,guilt
U081,2025-06-11 09:31:00,74.2,morning,45.2,0.9,-0.61,"['comedy', 'funny', 'crazy moment']",0.09,0.37,True,287.0,0.77,I feel tired but want to learn something,anxious
U082,2025-06-11 16:43:00,22.3,afternoon,25.6,1.3,0.61,"['jealousy', 'flirting', 'affection']",0.08,0.34,False,568.6,0.91,I want to stay emotionally balanced,dependency
U083,2025-06-11 17:59:00,69.4,afternoon,40.1,3.0,0.65,"['science', 'tutorial', 'study']",0.11,0.4,True,322.8,0.64,I want to stop wasting time,guilt
U084,2025-06-11 22:17:00,26.7,night,52.9,2.0,0.6,"['unboxing', 'hack', 'jokes']",0.19,0.66,True,335.3,0.84,I feel tired but want to learn something,reward
U085,2025-06-11 15:23:00,32.6,afternoon,14.4,2.0,0.04,"['crazy moment', 'meme', 'rant']",0.09,0.54,False,578.1,0.7,I just want to relax a bit,anxious
U086,2025-06-11 06:51:00,77.0,morning,12.6,0.5,-0.39,"['study vlog', 'productivity', 'ai']",0.26,0.48,False,430.4,0.6,I want to stop wasting time,guilt
U087,2025-06-11 20:09:00,61.6,night,12.9,1.4,0.51,"['prank', 'fail', 'conflict']",0.15,0.3,False,550.3,0.77,I want to stop wasting time,anxious
U088,2025-06-11 10:38:00,24.3,morning,41.3,1.8,0.34,"['gameplay', 'dancing', 'asmr']",0.03,0.5,True,219.0,0.81,I want to stay emotionally balanced,reward
U089,2025-06-11 17:08:00,44.7,afternoon,53.0,1.7,-0.75,"['well-being', 'journaling', 'low energy']",0.06,0.21,True,435.0,0.95,I feel tired but want to learn something,exhaustion
U090,2025-06-11 20:29:00,89.9,night,28.9,0.7,0.61,"['explanation', 'study', 'exam tips']",0.08,0.26,True,330.2,0.63,I want to stay emotionally balanced,guilt
U091,2025-06-11 08:14:00,51.1,morning,20.9,0.8,0.69,"['vulnerability', 'emotional', 'crush']",0.24,0.67,True,371.7,0.67,I want to focus on studying,dependency
U092,2025-06-11 07:59:00,67.3,morning,43.4,1.3,0.71,"['coding', 'how to', 'online course']",0.22,0.75,True,383.9,0.64,I want to stop wasting time,guilt
U093,2025-06-11 06:49:00,64.3,morning,53.9,2.9,0.11,"['jealousy', 'emotional', 'crush']",0.02,0.27,True,246.0,0.87,I want to stop wasting time,dependency
U094,2025-06-11 11:04:00,89.5,morning,50.9,1.2,0.38,"['fail', 'reaction', 'parody']",0.05,0.37,True,559.8,0.61,I just want to relax a bit,anxious
U095,2025-06-11 19:00:00,63.8,night,14.6,2.0,-0.01,"['gameplay', 'jokes', 'travel vlog']",0.01,0.39,True,428.1,0.87,I want to stop wasting time,reward
U096,2025-06-11 20:09:00,37.0,night,52.2,2.9,-0.54,"['slow vlog', 'low energy', 'quiet']",0.16,0.69,False,551.3,0.61,I feel tired but want to learn something,exhaustion
U097,2025-06-11 07:34:00,62.2,morning,56.8,2.9,-0.26,"['note taking', 'explanation', 'homework']",0.14,0.72,True,211.4,0.71,I feel tired but want to learn something,guilt
U098,2025-06-11 16:04:00,12.3,afternoon,46.6,2.3,0.64,"['fast edit', 'funny', 'surprise']",0.17,0.65,True,428.5,0.83,I feel tired but want to learn something,anxious
U099,2025-06-11 22:33:00,21.5,night,45.2,0.6,-0.15,"['win moment', 'food review', 'travel vlog']",0.05,0.51,True,534.4,0.8,I feel tired but want to learn something,reward
U100,2025-06-11 02:30:00,53.9,late_night,34.7,1.3,0.39,"['fail', 'jump scare', 'surprise']",0.16,0.68,False,535.3,0.69,I feel tired but want to learn something,anxious
U101,2025-06-11 10:13:00,78.2,morning,29.8,1.1,0.05,"['life tips', 'slow vlog', 'healing']",0.2,0.78,False,277.0,0.8,I want to stay emotionally balanced,exhaustion
U102,2025-06-11 18:54:00,31.8,night,45.8,2.6,0.58,"['lecture', 'online course', 'brain tips']",0.15,0.47,True,587.8,0.94,I want to focus on studying,guilt
U103,2025-06-11 21:30:00,39.8,night,45.4,2.0,0.29,"['coding', 'school hacks', 'ai']",0.04,0.48,False,426.2,0.79,I want to focus on studying,guilt
U104,2025-06-11 06:09:00,37.8,morning,28.2,2.3,-0.95,"['online course', 'tutorial', 'note taking']",0.19,0.42,False,244.4,0.71,I want to stop wasting time,guilt
U105,2025-06-11 23:35:00,30.6,night,12.1,1.9,-0.2,"['romantic', 'jealousy', 'relationship']",0.05,0.5,True,488.1,0.71,I want to stop wasting time,dependency
U106,2025-06-11 03:34:00,52.3,late_night,57.0,0.7,-0.6,"['online course', 'documentary', 'note taking']",0.13,0.77,True,261.1,0.91,I want to stay emotionally balanced,guilt
U107,2025-06-11 05:39:00,63.0,late_night,16.1,1.8,-0.56,"['science', 'lecture', 'coding']",0.22,0.23,True,374.5,0.69,I feel tired but want to learn something,guilt
U108,2025-06-11 10:59:00,51.8,morning,38.5,1.6,-0.32,"['art process', 'food review', 'jokes']",0.25,0.25,False,276.1,0.93,I want to stay emotionally balanced,reward
U109,2025-06-11 20:51:00,48.8,night,43.6,1.7,-0.91,"['funny', 'fail', 'trending']",0.07,0.27,False,273.5,0.7,I want to stay emotionally balanced,anxious
U110,2025-06-11 21:36:00,71.9,night,41.2,0.9,0.16,"['crush', 'longing', 'talking stage']",0.28,0.24,False,202.0,0.8,I want to stop wasting time,dependency
U111,2025-06-11 19:45:00,88.4,night,43.8,2.2,0.18,"['talking stage', 'toxic love', 'romantic']",0.28,0.45,True,259.5,0.62,I want to stop wasting time,dependency
U112,2025-06-11 17:35:00,34.3,afternoon,45.0,1.6,-0.75,"['gossip', 'surprise', 'crazy moment']",0.02,0.74,True,252.4,0.93,I want to stay emotionally balanced,anxious
U113,2025-06-11 03:27:00,38.1,late_night,40.5,1.9,0.43,"['quiet', 'low energy', 'lifestyle']",0.22,0.74,False,335.1,0.78,I want to focus on studying,exhaustion
U114,2025-06-11 11:09:00,64.8,morning,29.6,2.9,0.2,"['healing', 'sunset', 'mental health']",0.14,0.56,True,391.2,0.94,I want to focus on studying,exhaustion
U115,2025-06-11 14:26:00,43.7,afternoon,19.3,0.6,-0.73,"['cute couple', 'relationship', 'flirting']",0.19,0.63,True,299.2,0.84,I want to stay emotionally balanced,dependency
U116,2025-06-11 04:29:00,61.3,late_night,53.8,1.4,-0.23,"['cool trick', 'cute animal', 'dancing']",0.28,0.26,True,529.2,0.72,I want to stay emotionally balanced,reward
U117,2025-06-11 15:43:00,69.9,afternoon,43.2,2.0,0.14,"['low energy', 'well-being', 'self reflection']",0.2,0.22,True,307.8,0.9,I feel tired but want to learn something,exhaustion
U118,2025-06-11 01:30:00,76.2,late_night,56.8,1.5,0.6,"['pet video', 'gameplay', 'hack']",0.22,0.35,False,366.3,0.69,I want to stay emotionally balanced,reward
U119,2025-06-11 14:17:00,83.8,afternoon,39.2,1.4,-0.22,"['school hacks', 'tutorial', 'study']",0.29,0.35,False,369.8,0.64,I want to stop wasting time,guilt
U120,2025-06-11 00:36:00,28.5,late_night,10.4,1.7,0.57,"['academic', 'brain tips', 'lecture']",0.19,0.29,True,368.8,0.82,I feel tired but want to learn something,guilt
U121,2025-06-11 18:35:00,34.8,night,46.8,2.5,-0.23,"['quiet', 'deep talk', 'study with me']",0.26,0.34,True,288.5,0.73,I want to stay emotionally balanced,exhaustion
U122,2025-06-11 03:37:00,48.6,late_night,14.9,2.1,0.65,"['dancing', 'fun fact', 'satisfying']",0.03,0.26,True,503.6,0.73,I want to stop wasting time,reward
U123,2025-06-11 03:39:00,77.7,late_night,48.9,1.0,-0.44,"['crazy moment', 'fail', 'surprise']",0.21,0.33,False,374.4,0.79,I feel tired but want to learn something,anxious
U124,2025-06-11 17:51:00,15.0,afternoon,59.0,0.6,0.08,"['pop song', 'fun fact', 'asmr']",0.08,0.47,True,296.8,0.65,I just want to relax a bit,reward
U125,2025-06-11 08:17:00,53.3,morning,53.1,0.9,0.18,"['lecture', 'how to', 'note taking']",0.26,0.48,False,437.1,0.65,I want to focus on studying,guilt
U126,2025-06-11 12:13:00,42.0,afternoon,20.2,1.8,0.32,"['coding', 'exam tips', 'science']",0.26,0.47,True,379.8,0.91,I want to stop wasting time,guilt
U127,2025-06-11 06:40:00,71.5,morning,28.5,1.6,-0.12,"['jump scare', 'prank', 'chaos']",0.24,0.79,True,349.4,0.75,I want to focus on studying,anxious
U128,2025-06-11 13:12:00,12.0,afternoon,51.6,1.9,-0.82,"['gameplay', 'jokes', 'food review']",0.17,0.66,False,378.6,0.88,I want to stop wasting time,reward
U129,2025-06-11 20:34:00,15.2,night,23.2,2.8,0.34,"['music clip', 'cool trick', 'pet video']",0.14,0.53,True,366.6,0.61,I feel tired but want to learn something,reward
U130,2025-06-11 06:28:00,33.7,morning,43.2,2.3,-0.26,"['sunset', 'sleep aid', 'study with me']",0.2,0.23,True,396.5,0.61,I want to stop wasting time,exhaustion
U131,2025-06-11 18:56:00,18.0,night,14.0,1.8,0.02,"['no drama', 'mental health', 'cooking calmly']",0.09,0.66,True,579.2,0.72,I want to focus on studying,exhaustion
U132,2025-06-11 12:42:00,62.3,afternoon,12.4,1.7,0.76,"['sleep aid', 'mental health', 'quiet']",0.14,0.65,False,257.3,0.87,I want to stop wasting time,exhaustion
U133,2025-06-11 21:36:00,51.6,night,40.3,2.3,0.44,"['fail', 'chaos', 'fast edit']",0.24,0.49,True,202.6,0.85,I just want to relax a bit,anxious
U134,2025-06-11 19:15:00,12.2,night,33.7,1.1,-0.97,"['flirting', 'affection', 'vulnerability']",0.1,0.79,True,486.2,0.62,I want to stop wasting time,dependency
U135,2025-06-11 11:51:00,65.6,morning,54.7,2.4,-0.38,"['meme', 'trending', 'conflict']",0.21,0.26,True,332.4,0.84,I just want to relax a bit,anxious
U136,2025-06-11 18:11:00,45.4,night,56.4,1.1,-0.31,"['unboxing', 'nice edit', 'jokes']",0.02,0.78,True,380.7,0.61,I want to stay emotionally balanced,reward
U137,2025-06-11 19:05:00,74.9,night,37.9,1.6,-0.2,"['travel vlog', 'asmr', 'hack']",0.09,0.51,True,298.1,0.7,I just want to relax a bit,reward
U138,2025-06-11 08:16:00,18.8,morning,12.6,2.7,0.24,"['academic', 'homework', 'how to']",0.08,0.55,False,467.7,0.86,I want to focus on studying,guilt
U139,2025-06-11 12:49:00,53.5,afternoon,41.5,0.8,0.06,"['deep talk', 'sleep aid', 'calm voice']",0.19,0.41,True,427.2,0.75,I want to stay emotionally balanced,exhaustion
U140,2025-06-11 15:45:00,89.2,afternoon,13.4,1.1,-0.28,"['slow vlog', 'no drama', 'sunset']",0.29,0.55,False,283.4,0.7,I want to stay emotionally balanced,exhaustion
U141,2025-06-11 06:40:00,57.6,morning,53.8,2.8,-0.22,"['drama', 'trending', 'fast edit']",0.16,0.37,True,498.1,0.86,I feel tired but want to learn something,anxious
U142,2025-06-11 22:24:00,30.7,night,31.7,1.3,1.0,"['lifestyle', 'no drama', 'loneliness']",0.03,0.36,True,457.7,0.63,I want to stay emotionally balanced,exhaustion
U143,2025-06-11 06:14:00,80.6,morning,35.7,1.3,-0.75,"['ai', 'how to', 'tutorial']",0.06,0.47,False,574.0,0.63,I just want to relax a bit,guilt
U144,2025-06-11 01:49:00,75.9,late_night,20.5,0.8,-0.45,"['confession', 'longing', 'affection']",0.21,0.34,False,244.8,0.79,I feel tired but want to learn something,dependency
U145,2025-06-11 15:09:00,66.6,afternoon,17.8,0.5,-0.11,"['comedy', 'conflict', 'rant']",0.07,0.78,True,478.8,0.88,I want to stay emotionally balanced,anxious
U146,2025-06-11 09:27:00,38.7,morning,26.7,1.3,0.68,"['well-being', 'cooking calmly', 'journaling']",0.28,0.25,True,254.6,0.75,I feel tired but want to learn something,exhaustion
U147,2025-06-11 23:17:00,73.0,night,13.9,2.4,0.37,"['crazy moment', 'comedy', 'surprise']",0.16,0.41,True,538.1,0.94,I just want to relax a bit,anxious
U148,2025-06-11 03:33:00,34.8,late_night,40.2,1.0,0.77,"['calm voice', 'sleep aid', 'mental health']",0.14,0.46,False,426.7,0.67,I want to stop wasting time,exhaustion
U149,2025-06-11 16:16:00,16.1,afternoon,15.8,1.1,-0.83,"['trending', 'chaos', 'surprise']",0.12,0.48,True,436.4,0.78,I feel tired but want to learn something,anxious
U150,2025-06-11 23:05:00,63.4,night,10.0,0.6,0.67,"['cute couple', 'therapy', 'crush']",0.28,0.62,False,469.4,0.7,I just want to relax a bit,dependency
U151,2025-06-11 20:21:00,65.8,night,17.6,2.3,-0.96,"['intimacy', 'talking stage', 'breakup']",0.14,0.51,True,268.2,0.93,I want to focus on studying,dependency
U152,2025-06-11 13:25:00,67.7,afternoon,28.8,1.4,-0.31,"['documentary', 'academic', 'how to']",0.22,0.53,False,468.4,0.93,I feel tired but want to learn something,guilt
U153,2025-06-11 05:54:00,43.2,late_night,37.6,2.3,0.83,"['win moment', 'dancing', 'art process']",0.16,0.38,False,413.1,0.74,I want to focus on studying,reward
U154,2025-06-11 10:57:00,78.4,morning,34.0,2.0,-0.4,"['satisfying', 'travel vlog', 'pop song']",0.15,0.5,False,205.5,0.85,I want to focus on studying,reward
