user_id,session_start_time,session_duration_min,active_period_label,avg_video_duration_sec,switch_frequency,content_emotion_score,content_type_keywords,repeated_viewing_ratio,skipped_intro_ratio,saved_to_favorites,3_day_total_watch_time,short_video_ratio,self_reported_goal,psych_state_label
U_ALT026,2025-06-12 09:34:00,22.2,morning,27.4,1.5,0.57,"['surprise box', 'win prize', 'unexpected win']",0.35,0.38,False,331.6,0.96,I want to enjoy the moment,reward
U_ALT027,2025-06-12 15:03:00,21.5,afternoon,55.3,2.6,0.26,"['unexpected win', 'good news', 'meme gold']",0.27,0.6,True,311.0,0.58,I want to enjoy the moment,reward
U_ALT028,2025-06-12 07:45:00,29.1,morning,7.5,2.7,1.0,"['no sleep', 'fatigue', 'power nap']",0.24,0.48,False,476.6,0.73,I need rest,exhaustion
U_ALT029,2025-06-12 08:40:00,44.9,morning,30.2,2.6,0.71,"['missed deadline', 'wasted time', 'procrastination']",0.28,0.7,False,225.0,0.66,I wish I had used time better,guilt
U_ALT030,2025-06-12 11:59:00,38.9,morning,31.5,2.2,-0.47,"['ignored calls', 'poor grades', 'late work']",0.12,0.36,False,575.7,0.57,I wish I had used time better,guilt
U_ALT031,2025-06-12 21:07:00,24.2,night,36.2,2.3,0.95,"['missed goal', 'missed deadline', 'ignored calls']",0.02,0.54,True,362.6,0.76,I want to be more productive,guilt
U_ALT032,2025-06-12 14:27:00,47.1,afternoon,28.4,3.0,-0.64,"['power nap', 'work stress', 'stretch break']",0.17,0.14,False,408.8,0.93,I want better balance,exhaustion
U_ALT033,2025-06-12 05:18:00,64.6,late_night,39.1,2.1,-0.3,"['power nap', 'burnout symptoms', 'stretch break']",0.32,0.43,True,395.9,0.68,I need rest,exhaustion
U_ALT034,2025-06-12 06:48:00,18.7,morning,47.9,1.7,0.55,"['overwork', 'no sleep', 'fatigue']",0.38,0.78,True,247.8,0.92,I need rest,exhaustion
U_ALT035,2025-06-12 07:01:00,23.6,morning,55.9,1.7,-0.99,"['constant refresh', 'check notifications', 'digital cling']",0.34,0.84,False,450.4,0.87,I want to take control of my habits,dependency
U_ALT036,2025-06-12 05:03:00,77.8,late_night,18.3,1.4,-0.19,"['cheat story', 'bad habit', 'missed deadline']",0.26,0.39,False,226.1,0.64,I want to be more productive,guilt
U_ALT037,2025-06-12 00:04:00,12.4,late_night,26.1,1.8,-0.92,"['check notifications', 'digital cling', ""can't stop""]",0.28,0.69,False,217.3,0.94,I want to be more independent,dependency
U_ALT038,2025-06-12 22:14:00,10.7,night,19.3,3.4,-0.61,"['missed deadline', 'bad habit', 'poor grades']",0.24,0.11,False,670.8,0.75,I wish I had used time better,guilt
U_ALT039,2025-06-12 06:55:00,53.0,morning,58.6,3.4,-0.9,"['wasted time', 'poor grades', 'missed deadline']",0.15,0.17,True,283.4,0.62,I wish I had used time better,guilt
U_ALT040,2025-06-12 12:58:00,30.1,afternoon,42.9,2.7,-0.88,"['missed deadline', 'missed goal', 'regret']",0.2,0.14,False,189.5,0.98,I want to be more productive,guilt
U_ALT041,2025-06-12 23:35:00,12.4,night,20.8,1.5,0.12,"['birthday cake', 'funny fail', 'meme gold']",0.14,0.61,False,669.8,0.97,I deserve this joy,reward
U_ALT042,2025-06-12 22:46:00,48.2,night,68.3,0.6,0.92,"['sleep with phone', 'compulsive scrolling', 'check notifications']",0.1,0.7,True,367.6,0.63,I want to take control of my habits,dependency
U_ALT043,2025-06-12 10:51:00,66.9,morning,9.1,2.1,0.08,"['dystopia', 'bad news', 'market panic']",0.13,0.44,False,428.5,0.98,I want to feel safe again,anxious
U_ALT044,2025-06-12 00:25:00,71.8,late_night,50.0,2.8,0.8,"['war update', 'dystopia', 'interview fail']",0.04,0.42,True,692.2,0.79,I want to feel safe again,anxious
U_ALT045,2025-06-12 16:16:00,49.4,afternoon,16.8,3.1,0.62,"['climate news', 'anxiety tips', 'war update']",0.19,0.34,False,492.6,0.84,I need to relax my mind,anxious
U_ALT046,2025-06-12 15:21:00,65.8,afternoon,41.0,1.2,-0.49,"['regret', 'failed test', 'poor grades']",0.02,0.81,True,679.2,0.76,I want to be more productive,guilt
U_ALT047,2025-06-12 12:36:00,34.8,afternoon,34.4,0.4,0.77,"['procrastination', 'cheat story', 'overspending']",0.31,0.62,False,439.3,0.71,I wish I had used time better,guilt
U_ALT048,2025-06-12 23:13:00,58.1,night,17.0,1.9,-0.81,"['constant refresh', 'daily routine', 'check notifications']",0.34,0.15,True,319.7,0.95,I want to take control of my habits,dependency
U_ALT049,2025-06-12 15:30:00,75.6,afternoon,65.4,2.1,-0.38,"['war update', 'market panic', 'dystopia']",0.07,0.46,False,678.5,0.86,I need to relax my mind,anxious
U_ALT050,2025-06-12 08:42:00,32.6,morning,43.5,1.9,0.91,"['happy ending', 'celebration', 'win prize']",0.2,0.16,True,239.5,0.88,I want to enjoy the moment,reward
U_ALT051,2025-06-12 02:55:00,53.8,late_night,30.3,1.2,-0.08,"['good news', 'celebration', 'birthday cake']",0.21,0.72,True,686.0,0.78,I deserve this joy,reward
U_ALT052,2025-06-12 23:41:00,31.3,night,14.7,2.0,0.17,"['daily routine', 'sleep with phone', 'always online']",0.11,0.78,False,386.9,0.86,I want to be more independent,dependency
U_ALT053,2025-06-12 06:22:00,12.4,morning,32.0,1.7,0.33,"['crash nap', 'stretch break', 'no sleep']",0.06,0.13,True,249.9,0.55,I need rest,exhaustion
U_ALT054,2025-06-12 00:57:00,11.4,late_night,33.0,2.5,-0.08,"['crash nap', 'fatigue', 'overwork']",0.12,0.49,False,259.5,0.76,I want better balance,exhaustion
U_ALT055,2025-06-12 00:18:00,45.1,late_night,10.1,1.7,0.93,"['wasted time', 'poor grades', 'ignored calls']",0.13,0.46,False,426.1,0.56,I wish I had used time better,guilt
U_ALT056,2025-06-12 17:15:00,62.7,afternoon,27.4,1.4,-0.47,"['always online', 'daily routine', 'compulsive scrolling']",0.32,0.26,False,633.2,0.6,I want to take control of my habits,dependency
U_ALT057,2025-06-12 21:31:00,45.1,night,42.4,1.6,0.9,"['fear of missing out', 'daily routine', 'compulsive scrolling']",0.3,0.38,True,665.0,0.78,I want to take control of my habits,dependency
U_ALT058,2025-06-12 21:18:00,39.9,night,29.8,2.6,-0.47,"['digital fatigue', 'crash nap', 'overwork']",0.14,0.87,False,304.3,0.85,I want better balance,exhaustion
U_ALT059,2025-06-12 05:30:00,53.8,late_night,38.1,1.2,0.9,"['no sleep', 'mental drain', 'power nap']",0.03,0.66,False,640.5,0.7,I want better balance,exhaustion
U_ALT060,2025-06-12 01:37:00,52.0,late_night,10.2,0.3,0.63,"['power nap', 'fatigue', 'long work hours']",0.1,0.46,False,622.0,0.96,I need rest,exhaustion
U_ALT061,2025-06-12 16:15:00,66.2,afternoon,61.4,0.9,-0.88,"['missed goal', 'poor grades', 'late work']",0.27,0.63,False,650.3,0.91,I wish I had used time better,guilt
U_ALT062,2025-06-12 17:44:00,52.8,afternoon,50.4,3.3,0.82,"['digital fatigue', 'overwork', 'power nap']",0.03,0.63,False,586.1,0.82,I need rest,exhaustion
U_ALT063,2025-06-12 19:12:00,65.7,night,54.7,1.1,0.16,"['long work hours', 'overwork', 'no sleep']",0.31,0.63,False,358.7,0.97,I need rest,exhaustion
U_ALT064,2025-06-12 15:04:00,40.1,afternoon,26.5,1.6,0.55,"['power nap', 'mental drain', 'overwork']",0.16,0.76,True,539.2,0.64,I need rest,exhaustion
U_ALT065,2025-06-12 16:40:00,77.6,afternoon,68.3,2.0,-0.41,"['war update', 'job loss', 'interview fail']",0.17,0.23,True,647.5,0.56,I want to feel safe again,anxious
U_ALT066,2025-06-12 23:37:00,28.0,night,31.7,1.1,-0.49,"['crash nap', 'work stress', 'digital fatigue']",0.02,0.42,True,652.6,0.74,I want better balance,exhaustion
U_ALT067,2025-06-12 05:41:00,72.9,late_night,48.5,3.1,0.23,"['cheat story', 'procrastination', 'late work']",0.02,0.43,True,545.9,0.75,I wish I had used time better,guilt
U_ALT068,2025-06-12 22:17:00,13.0,night,26.6,0.7,-0.96,"['funny fail', 'celebration', 'birthday cake']",0.17,0.35,True,345.6,0.94,I deserve this joy,reward
U_ALT069,2025-06-12 12:19:00,26.5,afternoon,8.9,1.2,-0.04,"['coffee addiction', 'sleep with phone', 'fear of missing out']",0.26,0.53,True,666.7,0.68,I want to take control of my habits,dependency
U_ALT070,2025-06-12 15:46:00,62.1,afternoon,69.2,3.2,0.6,"['always online', 'constant refresh', 'sleep with phone']",0.23,0.74,True,354.0,0.6,I want to take control of my habits,dependency
U_ALT071,2025-06-12 02:22:00,49.3,late_night,18.8,1.5,-0.61,"['stretch break', 'mental drain', 'fatigue']",0.28,0.12,False,183.0,0.77,I need rest,exhaustion
U_ALT072,2025-06-12 16:32:00,13.1,afternoon,16.0,3.4,-0.19,"['always online', ""can't stop"", 'fear of missing out']",0.12,0.88,True,538.6,0.8,I want to be more independent,dependency
U_ALT073,2025-06-12 07:59:00,11.1,morning,52.5,3.1,-0.61,"['wasted time', 'failed test', 'overspending']",0.06,0.19,False,579.7,0.74,I want to be more productive,guilt
U_ALT074,2025-06-12 17:19:00,42.1,afternoon,49.7,0.8,0.36,"['always online', 'coffee addiction', 'daily routine']",0.33,0.87,False,237.5,0.56,I want to take control of my habits,dependency
U_ALT075,2025-06-12 21:48:00,28.8,night,26.9,1.0,-0.36,"['job loss', 'bad news', 'recession']",0.37,0.19,True,602.3,0.64,I want to feel safe again,anxious
U_ALT076,2025-06-12 01:57:00,83.0,late_night,21.7,2.4,0.75,"['fatigue', 'burnout symptoms', 'overstimulated']",0.35,0.25,False,384.1,0.76,I want better balance,exhaustion
U_ALT077,2025-06-12 14:06:00,29.3,afternoon,39.8,2.1,-0.47,"['constant refresh', ""can't stop"", 'digital cling']",0.33,0.14,False,296.5,0.81,I want to be more independent,dependency
U_ALT078,2025-06-12 12:50:00,12.5,afternoon,65.6,0.5,-0.25,"['no sleep', 'work stress', 'power nap']",0.08,0.27,True,296.6,0.56,I need rest,exhaustion
U_ALT079,2025-06-12 21:06:00,27.8,night,60.4,1.2,0.9,"['always online', 'check notifications', 'compulsive scrolling']",0.26,0.37,True,296.3,0.78,I want to be more independent,dependency
U_ALT080,2025-06-12 02:47:00,44.4,late_night,45.9,3.1,0.5,"['surprise box', 'good news', 'birthday cake']",0.17,0.8,False,539.5,0.97,I want to enjoy the moment,reward
U_ALT081,2025-06-12 23:19:00,34.0,night,38.7,3.2,0.51,"['funny fail', 'bonus drop', 'good news']",0.3,0.27,False,605.0,0.6,I deserve this joy,reward
U_ALT082,2025-06-12 06:42:00,24.6,morning,40.8,1.3,-0.49,"['job loss', 'interview fail', 'bad news']",0.04,0.7,False,465.7,0.88,I want to feel safe again,anxious
U_ALT083,2025-06-12 20:12:00,71.6,night,66.6,2.8,-0.97,"['fatigue', 'work stress', 'overwork']",0.01,0.39,True,630.2,0.92,I want better balance,exhaustion
U_ALT084,2025-06-12 02:48:00,73.6,late_night,5.7,1.8,0.2,"['coffee addiction', ""can't stop"", 'fear of missing out']",0.17,0.23,True,552.4,0.72,I want to take control of my habits,dependency
U_ALT085,2025-06-12 14:31:00,40.7,afternoon,8.3,1.2,0.68,"['bad news', 'stock crash', 'anxiety tips']",0.37,0.39,False,517.9,0.74,I want to feel safe again,anxious
U_ALT086,2025-06-12 13:38:00,13.4,afternoon,21.2,1.0,0.89,"['coffee addiction', 'compulsive scrolling', 'digital cling']",0.17,0.48,True,456.6,0.83,I want to take control of my habits,dependency
U_ALT087,2025-06-12 07:07:00,39.6,morning,25.8,3.4,-0.26,"['overwork', 'fatigue', 'mental drain']",0.39,0.25,False,391.1,0.7,I need rest,exhaustion
U_ALT088,2025-06-12 22:33:00,46.7,night,16.8,1.3,-0.28,"['compulsive scrolling', 'fear of missing out', 'always online']",0.07,0.26,True,484.2,0.57,I want to be more independent,dependency
U_ALT089,2025-06-12 12:37:00,22.2,afternoon,9.1,2.6,0.94,"['overspending', 'poor grades', 'missed goal']",0.15,0.57,True,493.8,0.82,I wish I had used time better,guilt
U_ALT090,2025-06-12 05:52:00,73.8,late_night,6.6,2.7,-0.93,"['surprise box', 'meme gold', 'good news']",0.08,0.31,False,270.6,0.57,I want to enjoy the moment,reward
U_ALT091,2025-06-12 19:09:00,40.0,night,46.2,2.8,0.62,"['digital fatigue', 'no sleep', 'burnout symptoms']",0.13,0.2,True,644.4,0.79,I need rest,exhaustion
U_ALT092,2025-06-12 20:01:00,34.6,night,57.9,2.7,-0.67,"['surprise box', 'good news', 'unexpected win']",0.31,0.7,False,561.8,0.78,I deserve this joy,reward
U_ALT093,2025-06-12 05:53:00,55.4,late_night,53.7,1.0,0.32,"['unexpected win', 'win prize', 'surprise box']",0.17,0.37,False,338.8,0.73,I deserve this joy,reward
U_ALT094,2025-06-12 09:15:00,75.7,morning,5.1,1.6,0.42,"['overspending', 'failed test', 'wasted time']",0.31,0.39,False,302.1,0.63,I wish I had used time better,guilt
U_ALT095,2025-06-12 03:28:00,77.5,late_night,34.4,0.7,0.56,"['constant refresh', 'check notifications', 'always online']",0.03,0.85,True,649.5,0.83,I want to take control of my habits,dependency
U_ALT096,2025-06-12 11:26:00,23.6,morning,23.3,1.2,0.08,"['no sleep', 'power nap', 'crash nap']",0.05,0.25,False,639.6,0.68,I want better balance,exhaustion
U_ALT097,2025-06-12 09:34:00,67.6,morning,27.9,0.5,-0.89,"['overspending', 'regret', 'late work']",0.34,0.46,False,540.5,0.65,I wish I had used time better,guilt
U_ALT098,2025-06-12 02:07:00,8.3,late_night,47.1,3.0,-0.89,"['fear of missing out', 'daily routine', ""can't stop""]",0.38,0.22,True,372.6,0.85,I want to take control of my habits,dependency
U_ALT099,2025-06-12 14:02:00,23.7,afternoon,65.7,2.3,-0.52,"['funny fail', 'birthday cake', 'happy ending']",0.06,0.81,True,528.5,0.8,I deserve this joy,reward
U_ALT100,2025-06-12 00:18:00,18.7,late_night,16.7,0.8,-0.04,"['fatigue', 'stretch break', 'power nap']",0.38,0.59,True,275.1,0.92,I need rest,exhaustion
U_ALT101,2025-06-12 00:54:00,46.4,late_night,10.0,2.9,0.1,"['ignored calls', 'failed test', 'wasted time']",0.06,0.71,False,508.9,0.86,I wish I had used time better,guilt
U_ALT102,2025-06-12 14:49:00,80.7,afternoon,18.6,3.3,0.89,"['late work', 'failed test', 'missed deadline']",0.23,0.45,True,688.2,0.66,I want to be more productive,guilt
U_ALT103,2025-06-12 11:51:00,21.2,morning,13.7,1.4,-0.64,"['good news', 'bonus drop', 'celebration']",0.19,0.41,False,431.9,0.92,I deserve this joy,reward
U_ALT104,2025-06-12 08:35:00,45.7,morning,33.9,2.3,-0.87,"['no sleep', 'digital fatigue', 'crash nap']",0.07,0.52,True,540.0,0.64,I need rest,exhaustion
U_ALT105,2025-06-12 07:21:00,61.7,morning,23.8,1.3,0.9,"['always online', 'coffee addiction', 'check notifications']",0.36,0.57,True,626.9,0.68,I want to be more independent,dependency
U_ALT106,2025-06-12 19:53:00,58.9,night,62.7,2.0,0.92,"['work stress', 'long work hours', 'power nap']",0.1,0.12,True,476.0,0.85,I need rest,exhaustion
U_ALT107,2025-06-12 21:16:00,53.3,night,37.4,1.7,-0.91,"['procrastination', 'bad habit', 'overspending']",0.09,0.27,True,409.5,0.58,I want to be more productive,guilt
U_ALT108,2025-06-12 04:22:00,65.9,late_night,13.3,0.8,-0.48,"['recession', 'job loss', 'health scare']",0.1,0.71,True,684.1,0.59,I need to relax my mind,anxious
U_ALT109,2025-06-12 10:33:00,46.5,morning,49.5,1.7,-0.88,"['bonus drop', 'celebration', 'congrats']",0.21,0.3,False,302.9,0.77,I deserve this joy,reward
U_ALT110,2025-06-12 10:53:00,15.1,morning,35.3,3.1,0.28,"['work stress', 'mental drain', 'no sleep']",0.25,0.15,False,320.2,0.6,I need rest,exhaustion
U_ALT111,2025-06-12 18:04:00,57.8,night,60.3,1.2,0.95,"['check notifications', 'coffee addiction', 'fear of missing out']",0.15,0.12,True,356.0,0.76,I want to be more independent,dependency
U_ALT112,2025-06-12 06:08:00,8.5,morning,48.5,1.2,-0.09,"['congrats', 'funny fail', 'good news']",0.08,0.77,False,697.9,0.59,I deserve this joy,reward
U_ALT113,2025-06-12 16:55:00,42.0,afternoon,18.6,2.2,-0.49,"['always online', 'check notifications', 'compulsive scrolling']",0.37,0.21,True,318.0,0.64,I want to take control of my habits,dependency
U_ALT114,2025-06-12 22:10:00,55.7,night,53.7,2.7,-0.44,"['meme gold', 'bonus drop', 'positive feedback']",0.09,0.74,True,203.8,0.63,I deserve this joy,reward
U_ALT115,2025-06-12 07:08:00,64.5,morning,17.0,1.7,0.89,"['unexpected win', 'good news', 'celebration']",0.4,0.86,True,223.8,0.57,I want to enjoy the moment,reward
U_ALT116,2025-06-12 06:22:00,21.4,morning,6.1,2.3,1.0,"['wasted time', 'poor grades', 'ignored calls']",0.05,0.48,False,245.3,0.81,I want to be more productive,guilt
U_ALT117,2025-06-12 13:06:00,18.0,afternoon,60.4,0.7,0.25,"['health scare', 'climate news', 'interview fail']",0.04,0.67,True,285.6,0.94,I need to relax my mind,anxious
U_ALT118,2025-06-12 08:45:00,36.5,morning,27.1,2.8,0.56,"['fear of missing out', 'constant refresh', 'check notifications']",0.29,0.45,True,263.0,0.66,I want to be more independent,dependency
U_ALT119,2025-06-12 18:54:00,34.2,night,50.9,0.9,-0.96,"['digital fatigue', 'long work hours', 'work stress']",0.28,0.29,False,584.5,0.96,I need rest,exhaustion
U_ALT120,2025-06-12 01:52:00,54.0,late_night,31.0,1.2,0.82,"['surprise box', 'funny fail', 'positive feedback']",0.31,0.21,True,645.7,0.93,I want to enjoy the moment,reward
U_ALT121,2025-06-12 13:48:00,78.9,afternoon,18.2,2.2,-0.41,"['no sleep', 'stretch break', 'long work hours']",0.27,0.74,False,646.4,0.7,I need rest,exhaustion
U_ALT122,2025-06-12 04:05:00,46.1,late_night,5.2,3.1,-0.08,"['check notifications', ""can't stop"", 'compulsive scrolling']",0.33,0.63,True,521.5,0.72,I want to take control of my habits,dependency
U_ALT123,2025-06-12 21:30:00,27.6,night,15.6,2.4,0.83,"['fatigue', 'overwork', 'mental drain']",0.25,0.8,True,519.9,0.88,I need rest,exhaustion
U_ALT124,2025-06-12 03:41:00,75.2,late_night,27.5,2.1,-0.61,"['daily routine', 'sleep with phone', 'check notifications']",0.33,0.27,False,435.4,0.87,I want to take control of my habits,dependency
U_ALT125,2025-06-12 13:37:00,15.7,afternoon,30.1,1.3,0.79,"['good news', 'meme gold', 'bonus drop']",0.1,0.16,False,518.6,0.64,I deserve this joy,reward
U_ALT126,2025-06-12 16:39:00,51.5,afternoon,20.1,1.4,-0.79,"['market panic', 'dystopia', 'stock crash']",0.34,0.11,True,438.4,0.68,I need to relax my mind,anxious
U_ALT127,2025-06-12 04:50:00,81.2,late_night,53.4,0.6,-0.79,"['ignored calls', 'wasted time', 'procrastination']",0.29,0.22,True,440.1,0.98,I wish I had used time better,guilt
U_ALT128,2025-06-12 02:10:00,81.9,late_night,19.2,2.0,0.62,"['overwork', 'power nap', 'work stress']",0.08,0.37,False,342.2,0.66,I need rest,exhaustion
U_ALT129,2025-06-12 12:23:00,45.2,afternoon,54.6,3.1,-0.38,"['compulsive scrolling', 'constant refresh', 'sleep with phone']",0.32,0.14,True,544.1,0.64,I want to be more independent,dependency
U_ALT130,2025-06-12 11:01:00,27.2,morning,65.9,3.5,-0.25,"['health scare', 'market panic', 'climate news']",0.15,0.75,True,661.9,0.64,I want to feel safe again,anxious
U_ALT131,2025-06-12 04:56:00,29.3,late_night,51.3,1.2,-0.96,"['digital fatigue', 'fatigue', 'overwork']",0.35,0.8,True,187.7,0.75,I want better balance,exhaustion
U_ALT132,2025-06-12 17:40:00,82.2,afternoon,36.9,1.4,-0.78,"['coffee addiction', 'daily routine', 'fear of missing out']",0.38,0.8,False,413.6,0.64,I want to take control of my habits,dependency
U_ALT133,2025-06-12 06:57:00,79.3,morning,39.6,3.0,-0.4,"['market panic', 'bad news', 'dystopia']",0.07,0.87,True,644.9,0.75,I want to feel safe again,anxious
U_ALT134,2025-06-12 12:28:00,83.1,afternoon,8.6,3.4,0.61,"['happy ending', 'win prize', 'positive feedback']",0.07,0.81,False,669.2,0.6,I want to enjoy the moment,reward
U_ALT135,2025-06-12 04:14:00,31.9,late_night,39.8,2.6,0.69,"['power nap', 'crash nap', 'digital fatigue']",0.07,0.66,False,436.9,0.67,I want better balance,exhaustion
U_ALT136,2025-06-12 23:47:00,82.2,night,10.8,1.4,-0.76,"['power nap', 'crash nap', 'fatigue']",0.09,0.17,True,394.0,0.63,I need rest,exhaustion
U_ALT137,2025-06-12 02:31:00,34.3,late_night,15.8,1.2,-0.97,"['no sleep', 'stretch break', 'fatigue']",0.27,0.66,True,608.0,0.73,I need rest,exhaustion
U_ALT138,2025-06-12 02:37:00,41.5,late_night,40.5,2.6,0.65,"['overstimulated', 'long work hours', 'overwork']",0.22,0.33,True,287.4,0.59,I need rest,exhaustion
U_ALT139,2025-06-12 15:49:00,55.5,afternoon,51.3,2.0,0.68,"['digital fatigue', 'burnout symptoms', 'overstimulated']",0.33,0.79,True,406.9,0.8,I need rest,exhaustion
U_ALT140,2025-06-12 07:18:00,67.5,morning,36.8,3.3,-0.61,"['dystopia', 'bad news', 'stock crash']",0.0,0.21,False,600.3,0.91,I need to relax my mind,anxious
U_ALT141,2025-06-12 09:03:00,36.3,morning,50.0,1.4,-0.7,"['recession', 'health scare', 'interview fail']",0.34,0.82,False,213.5,0.97,I want to feel safe again,anxious
U_ALT142,2025-06-12 13:54:00,61.0,afternoon,26.2,2.9,-0.23,"['bad habit', 'missed deadline', 'missed goal']",0.2,0.2,True,263.4,0.56,I want to be more productive,guilt
U_ALT143,2025-06-12 18:40:00,31.5,night,62.7,2.0,-0.65,"['win prize', 'meme gold', 'funny fail']",0.34,0.65,False,387.5,0.9,I want to enjoy the moment,reward
U_ALT144,2025-06-12 18:58:00,20.9,night,6.7,0.9,0.25,"['win prize', 'bonus drop', 'surprise box']",0.09,0.44,False,626.6,0.97,I want to enjoy the moment,reward
U_ALT145,2025-06-12 19:28:00,53.9,night,46.0,3.3,0.25,"[""can't stop"", 'fear of missing out', 'digital cling']",0.1,0.33,False,498.8,0.87,I want to take control of my habits,dependency
U_ALT146,2025-06-12 18:00:00,69.6,night,22.1,1.8,0.09,"['digital fatigue', 'long work hours', 'overwork']",0.16,0.35,False,383.9,0.81,I need rest,exhaustion
U_ALT147,2025-06-12 21:57:00,11.5,night,40.4,2.5,-0.46,"['procrastination', 'failed test', 'bad habit']",0.05,0.27,True,186.5,0.74,I want to be more productive,guilt
