user_id,session_start_time,session_duration_min,active_period_label,avg_video_duration_sec,switch_frequency,content_emotion_score,content_type_keywords,repeated_viewing_ratio,skipped_intro_ratio,saved_to_favorites,3_day_total_watch_time,short_video_ratio,self_reported_goal,psych_state_label
U_THIRD095,2025-06-13 22:53:00,59.9,night,13.5,2.2,-0.46,"['could’ve done better', 'missed opportunity', 'loss highlight']",0.1,0.23,True,448.4,0.78,I hope to make better choices,guilt
U_THIRD096,2025-06-13 03:04:00,54.6,late_night,67.2,1.6,-0.21,"['goal achieved', 'fun time', 'reward day']",0.12,0.7,False,663.0,0.93,I want to reward myself with positivity,reward
U_THIRD097,2025-06-13 22:41:00,49.7,night,30.8,0.8,-0.34,"['habitual checking', 'FOMO wave', 'endless scroll']",0.35,0.78,True,703.1,0.54,I want to reduce my reliance on content,dependency
U_THIRD098,2025-06-13 03:42:00,79.2,late_night,34.5,0.5,-0.36,"['zoning out', 'overstim edit', 'eye strain']",0.16,0.88,False,664.6,0.98,I need more mental rest,exhaustion
U_THIRD099,2025-06-13 01:53:00,72.3,late_night,66.6,1.2,-0.14,"['wifi need', 'habitual checking', 'routine doom']",0.07,0.27,False,669.1,0.54,I want to gain control of my scrolling,dependency
U_THIRD100,2025-06-13 20:00:00,73.5,night,14.5,1.3,-0.69,"['feel good story', 'reward day', 'thankful post']",0.16,0.83,True,673.0,0.9,I want to reward myself with positivity,reward
U_THIRD101,2025-06-13 03:22:00,55.4,late_night,54.6,2.1,-0.65,"['fun time', 'thankful post', 'proud moment']",0.25,0.27,False,154.1,0.57,I want to reward myself with positivity,reward
U_THIRD102,2025-06-13 06:09:00,8.2,morning,18.6,1.7,-0.03,"['finally success', 'thankful post', 'proud moment']",0.24,0.64,True,468.6,0.53,I deserve to celebrate,reward
U_THIRD103,2025-06-13 09:06:00,20.9,morning,72.0,2.0,0.83,"['danger trend', 'dark theory', 'crisis footage']",0.02,0.89,True,382.6,0.85,I want to slow down my mind,anxious
U_THIRD104,2025-06-13 06:23:00,64.9,morning,22.5,3.2,0.04,"['daily addiction', 'habitual checking', ""can't stop watching""]",0.09,0.59,False,422.5,0.8,I want to reduce my reliance on content,dependency
U_THIRD105,2025-06-13 18:08:00,30.4,night,7.1,3.6,-0.75,"['endless scroll', 'FOMO wave', 'check phone']",0.24,0.46,False,350.9,0.78,I want to gain control of my scrolling,dependency
U_THIRD106,2025-06-13 19:57:00,35.3,night,35.5,3.1,-0.07,"['proud moment', 'finally success', 'fun time']",0.18,0.31,True,157.0,0.53,I want to reward myself with positivity,reward
U_THIRD107,2025-06-13 00:12:00,21.8,late_night,31.3,1.8,0.04,"['FOMO wave', 'autoplay trap', 'routine doom']",0.01,0.16,True,483.7,0.75,I want to reduce my reliance on content,dependency
U_THIRD108,2025-06-13 10:04:00,72.3,morning,29.1,2.0,-0.54,"['thankful post', 'fun time', 'proud moment']",0.28,0.52,True,577.8,0.71,I deserve to celebrate,reward
U_THIRD109,2025-06-13 14:07:00,26.0,afternoon,25.1,0.7,0.64,"['motivation win', 'finally success', 'feel good story']",0.24,0.89,False,180.0,0.71,I want to reward myself with positivity,reward
U_THIRD110,2025-06-13 05:25:00,51.2,late_night,25.0,3.2,-0.26,"['paranoia news', 'emergency warning', 'stressful scene']",0.19,0.28,True,605.8,0.78,I want to slow down my mind,anxious
U_THIRD111,2025-06-13 11:51:00,87.8,morning,60.0,1.7,-0.97,"['could’ve done better', 'loss highlight', 'guilt meme']",0.24,0.56,False,191.7,0.66,I hope to make better choices,guilt
U_THIRD112,2025-06-13 02:36:00,87.0,late_night,27.1,3.8,-0.97,"['happy scream', 'fun time', 'thankful post']",0.07,0.31,False,176.5,0.94,I deserve to celebrate,reward
U_THIRD113,2025-06-13 11:52:00,85.2,morning,26.7,2.0,-0.91,"['celebration edit', 'thankful post', 'proud moment']",0.34,0.46,True,729.8,0.55,I deserve to celebrate,reward
U_THIRD114,2025-06-13 22:41:00,46.0,night,41.8,3.4,0.36,"['napping cat', 'crash reel', 'overstim edit']",0.16,0.3,True,224.6,0.78,I feel drained and need space,exhaustion
U_THIRD115,2025-06-13 09:15:00,39.3,morning,70.0,0.9,0.97,"['goal achieved', 'feel good story', 'reward day']",0.13,0.6,False,580.4,0.93,I want to reward myself with positivity,reward
U_THIRD116,2025-06-13 11:08:00,23.8,morning,5.4,1.2,0.8,"['emergency warning', 'scary fact', 'breaking alert']",0.03,0.49,False,237.7,0.73,I want to slow down my mind,anxious
U_THIRD117,2025-06-13 16:59:00,18.9,afternoon,45.9,1.1,-0.23,"['habitual checking', 'endless scroll', ""can't stop watching""]",0.37,0.8,True,161.7,0.89,I want to gain control of my scrolling,dependency
U_THIRD118,2025-06-13 04:05:00,47.2,late_night,68.2,3.7,0.32,"['heavy brain', 'fatigue diary', 'zoning out']",0.29,0.36,False,234.3,0.65,I need more mental rest,exhaustion
U_THIRD119,2025-06-13 05:04:00,65.9,late_night,60.8,3.3,0.53,"['embarrassing fail', 'bad ending', 'shame reel']",0.09,0.32,True,579.8,0.57,I hope to make better choices,guilt
U_THIRD120,2025-06-13 15:26:00,52.1,afternoon,9.8,2.6,0.68,"['overstim edit', 'overload speech', 'work burnout']",0.23,0.34,False,366.0,0.9,I feel drained and need space,exhaustion
U_THIRD121,2025-06-13 04:43:00,76.8,late_night,39.9,1.4,-0.09,"['overload speech', 'heavy brain', 'napping cat']",0.01,0.18,True,459.6,0.59,I need more mental rest,exhaustion
U_THIRD122,2025-06-13 01:55:00,12.7,late_night,64.6,2.8,-0.14,"['guilt meme', 'shame reel', 'embarrassing fail']",0.34,0.48,False,294.9,0.76,I want to turn regret into action,guilt
U_THIRD123,2025-06-13 08:25:00,87.5,morning,9.5,3.2,0.1,"['eye strain', 'crash reel', 'fatigue diary']",0.24,0.39,True,535.6,0.84,I feel drained and need space,exhaustion
U_THIRD124,2025-06-13 09:09:00,39.0,morning,54.8,2.8,-0.99,"['regret stories', 'shame reel', 'embarrassing fail']",0.27,0.4,False,632.0,0.65,I hope to make better choices,guilt
U_THIRD125,2025-06-13 23:17:00,88.3,night,6.4,1.7,0.2,"['napping cat', 'crash reel', 'eye strain']",0.2,0.31,True,506.1,0.88,I feel drained and need space,exhaustion
U_THIRD126,2025-06-13 00:54:00,93.4,late_night,31.7,0.5,0.34,"['scary fact', 'dark theory', 'emergency warning']",0.25,0.17,False,171.7,0.83,I want to slow down my mind,anxious
U_THIRD127,2025-06-13 22:53:00,43.6,night,27.0,3.2,-0.85,"['routine doom', 'endless scroll', 'loop habit']",0.31,0.66,False,373.6,0.89,I want to gain control of my scrolling,dependency
U_THIRD128,2025-06-13 16:53:00,26.7,afternoon,41.6,2.6,0.84,"['goal achieved', 'reward day', 'feel good story']",0.38,0.28,True,432.3,0.92,I deserve to celebrate,reward
U_THIRD129,2025-06-13 14:33:00,71.3,afternoon,62.4,2.6,0.47,"['stressful scene', 'crisis footage', 'danger trend']",0.1,0.33,False,281.0,0.73,I want to slow down my mind,anxious
U_THIRD130,2025-06-13 06:15:00,95.0,morning,19.9,3.5,-0.46,"['routine doom', 'loop habit', 'autoplay trap']",0.13,0.56,False,533.4,0.79,I want to gain control of my scrolling,dependency
U_THIRD131,2025-06-13 17:26:00,41.9,afternoon,14.8,3.2,0.2,"['fear trigger', 'horror edit', 'breaking alert']",0.25,0.88,False,349.5,0.68,I feel overwhelmed by bad content,anxious
U_THIRD132,2025-06-13 22:53:00,86.9,night,47.1,2.9,0.16,"['guilt meme', 'regret stories', 'missed opportunity']",0.38,0.55,True,669.2,0.89,I want to turn regret into action,guilt
U_THIRD133,2025-06-13 07:53:00,27.3,morning,40.4,1.8,-0.92,"['scary fact', 'fear trigger', 'horror edit']",0.37,0.62,True,425.6,0.77,I feel overwhelmed by bad content,anxious
U_THIRD134,2025-06-13 23:26:00,43.6,night,68.5,1.6,-0.96,"['emergency warning', 'dark theory', 'paranoia news']",0.11,0.21,False,605.1,0.6,I feel overwhelmed by bad content,anxious
U_THIRD135,2025-06-13 18:20:00,11.3,night,36.9,1.6,-0.1,"['goal achieved', 'thankful post', 'celebration edit']",0.03,0.6,True,519.1,0.55,I want to reward myself with positivity,reward
U_THIRD136,2025-06-13 06:32:00,28.4,morning,28.8,3.6,-0.84,"['fatigue diary', 'napping cat', 'crash reel']",0.36,0.78,False,619.2,0.84,I need more mental rest,exhaustion
U_THIRD137,2025-06-13 04:24:00,92.8,late_night,67.5,1.6,0.87,"['work burnout', 'eye strain', 'overload speech']",0.38,0.46,True,440.7,0.74,I feel drained and need space,exhaustion
U_THIRD138,2025-06-13 19:26:00,82.4,night,12.6,2.7,1.0,"['heavy brain', 'napping cat', 'eye strain']",0.36,0.49,True,644.2,0.82,I need more mental rest,exhaustion
U_THIRD139,2025-06-13 10:37:00,25.1,morning,72.4,3.2,0.27,"['could’ve done better', 'missed opportunity', 'disappointing moment']",0.39,0.49,True,421.7,0.63,I want to turn regret into action,guilt
